Text	Date	Favorites	Retweets	Tweet_ID
Εξαιρετικοί αριθμοί POLL βγαίνουν παντού. Οι άνθρωποι δεν θέλουν άλλα τέσσερα χρόνια του Ομπάμα, και η στραβά Χίλαρι θα ήταν ακόμη χειρότερη. # ΜΑΓΑ 	7/25/16 10:05	36051	10600	7.57578e+17
Η πολιτεία της Φλόριντα είναι τόσο ντροπιασμένη από τα κλοπή της Χάλαρι Κλίντον και της Ντέμπι Γουάσερμαν Σουλτς, που θα ψηφίσουν ΑΛΛΑΓΗ! 	7/25/16 10:01	29696	8151	7.57576e+17
Ουάου, η Ρεπουμπλικανική Σύμβαση πήγε τόσο ομαλά σε σύγκριση με το Dems total mess. Αλλά μην φοβάστε, τα ανέντιμα μέσα ενημέρωσης θα βρουν ένα καλό! 	7/25/16 9:47	42215	12217	7.57573e+17
Εδώ πηγαίνουμε ξανά με ένα άλλο σκάνδαλο της Κλίντον και ακόμη e-mail (μπορείτε να πιστέψετε) Ο στραβισμένος Χίλαρυ ήξερε ότι η λύση ήταν, ο Β δεν είχε ποτέ την ευκαιρία! 	7/25/16 9:42	30527	9605	7.57572e+17
Η στριμμένη Χίλαρι Κλίντον ήξερε ό, τι έκανε ο «υπηρέτης» της στο DNC - μόλις πιάστηκαν, αυτό είναι όλο! Γελούσαν με τον Μπερνι. 	7/25/16 9:19	27964	9289	7.57566e+17
Αν ο Bernie Sanders, αφού δει τα e-mail που κυκλοφόρησαν, εξακολουθεί να φαίνεται εξαντλημένος και τελειωμένος, τότε η κληρονομιά του δεν θα είναι ποτέ η ίδια. 	7/25/16 8:27	20452	5414	7.57553e+17
Ευχαριστώ! # MakeAmericaGreatAgainpic.twitter.com / Pzs9uwgzam 	7/25/16 8:26	50190	17762	7.57553e+17
Η Χίλαρι συμμετείχε στο σκάνδαλο ηλεκτρονικού ταχυδρομείου επειδή είναι η μόνη με κρίση τόσο κακή που θα μπορούσε να είχε συμβεί κάτι τέτοιο! 	7/25/16 8:02	26719	7672	7.57546e+17
Πόσο κακή κρίση εμφανίστηκε από τους ανθρώπους στο DNC γράφοντας αυτά τα πραγματικά χαζή e-mail, χρησιμοποιώντας ακόμη και θρησκεία, εναντίον του Bernie! 	7/25/16 7:57	24609	7192	7.57545e+17
Το νέο αστείο στην πόλη είναι ότι η Ρωσία διέρρευσε τα καταστροφικά ηλεκτρονικά μηνύματα DNC, τα οποία δεν θα έπρεπε ποτέ να έχουν γραφτεί (ηλίθια), επειδή ο Πούτιν με συμπαθεί 	7/25/16 7:31	32367	9848	7.57539e+17
Παρακολούθησαν τον Crooked Hillary Clinton και τον Tim Kaine στα 60 λεπτά. Κανένας τρόπος δεν θα διορθώσουν τα προβλήματα της Αμερικής. Το ISIS και όλοι οι άλλοι γελούν! 	7/24/16 19:59	33337	10194	7.57365e+17
Οι βαθμολογίες για τη Ρεπουμπλικανική Εθνική Συνέλευση ήταν πολύ καλές, αλλά για την τελευταία βραδιά, η ομιλία μου, υπέροχη. Ευχαριστώ! 	7/24/16 19:47	29813	6068	7.57362e+17
Η εξαιρετικά νευρωτική Debbie Wasserman Schultz είναι θυμωμένη που, αφού κλέβει και εξαπατά τη διαδρομή της για μια νίκη της Κροατικής Χίλαρι, βγαίνει! 	7/24/16 18:33	30940	9686	7.57343e+17
Οι Δημοκρατικοί βρίσκονται σε πλήρη κατάρρευση αλλά τα μεροληπτικά μέσα θα πουν πόσο υπέροχα κάνουν! Τα ηλεκτρονικά ταχυδρομεία λένε ότι το ανθεκτικό σύστημα είναι ζωντανό & καλά! 	7/24/16 18:16	35451	13462	7.57339e+17
Παρόλο που ο Bernie Sanders έχει χάσει την ενέργεια και τη δύναμή του, δεν πιστεύω ότι οι υποστηρικτές του θα αφήσουν τον Crooked Hillary να ξεφύγει! 	7/24/16 18:07	28713	8255	7.57337e+17
Η στριμωγμένη Χίλαρι Κλίντον δεν ήταν καθόλου πιστή στο άτομο στο ξαπλωμένο σύστημά της που την ώθησε στην κορυφή, DWS. Πολύ κακό ο Μπέρνι φλόγησε 	7/24/16 18:02	20110	5560	7.57335e+17
Εάν η Ρεπουμπλικανική Σύμβαση είχε ξεσπάσει με μηνύματα ηλεκτρονικού ταχυδρομείου, παραίτηση από το αφεντικό και το χτύπημα ενός μεγάλου παίκτη. (Bernie), τα μέσα μαζικής ενημέρωσης θα τρελούσαν 	7/24/16 17:53	32777	11612	7.57333e+17
Τα πάνελ @CNN είναι τόσο μονόπλευρα, σχεδόν όλα εναντίον του Τραμπ. Το @FoxNews είναι πολύ καλύτερο και οι βαθμολογίες είναι πολύ υψηλότερες. Μην παρακολουθείτε CNN! 	7/24/16 16:45	31246	9551	7.57316e+17
Πάντα έλεγα ότι η Debbie Wasserman Schultz ήταν υπερβολική. Η Σύμβαση Dems διαλύεται και ο Bernie έχει εξαντληθεί, δεν έχει απομείνει ενέργεια! 	7/24/16 16:30	25432	7588	7.57312e+17
Σήμερα αποδεικνύει αυτό που πάντα γνώριζα, ότι το @Reince Priebus είναι το δύσκολο και το έξυπνο, όχι η Debbie Wasserman Shultz (@DWStweets.) 	7/24/16 16:20	24620	7178	7.5731e+17
Συγγνώμη φίλοι, αλλά ο Bernie Sanders είναι εξαντλημένος, απλά δεν μπορώ να συνεχίσω πλέον. Προσπαθεί να απορρίψει τα νέα e-mails και το DNC σεβασμό. ΛΥΠΗΜΕΝΟΣ! 	7/24/16 9:30	29785	9807	7.57206e+17
Δεν υπάρχει πλέον μια «πολιτική επανάσταση» του Bernie Sanders. Αποδεικνύεται αδύναμη και κάπως αξιολύπητη φιγούρα, θέλει όλα να τελειώσουν! 	7/24/16 9:27	27746	9353	7.57206e+17
Μια ανάλυση έδειξε ότι ο Bernie Sanders θα είχε κερδίσει τη δημοκρατική υποψηφιότητα εάν δεν ήταν για τους Super Delegates. 	7/24/16 8:30	29495	11230	7.57191e+17
Φαίνεται ότι οι άνθρωποι Bernie θα πολεμήσουν. Αν όχι, το ΑΙΜΑ, Ο ΦΥΛΟΣ ΚΑΙ ΤΑ ΔΑΚΡΥ τους ήταν ένα χάσιμο χρόνου. Η Kaine σημαίνει το αντίθετο! 	7/24/16 8:15	21804	6767	7.57188e+17
Ουάου, ο αδερφός του Προέδρου Ομπάμα, Μάικλ, μόλις ανακοίνωσε ότι με ψηφίζει. Πιθανότατα αντιμετωπίστηκε άσχημα από όλους τους άλλους όπως ο πρόεδρος! 	7/24/16 7:56	83928	32703	7.57183e+17
Ο Bernie Sanders ξεκίνησε δυνατός, αλλά με την επιλογή του Kaine για τον V.P., τελειώνει πραγματικά αδύναμος. Τόσο για ένα κίνημα! ΣΥΝΟΛΟ ΔΙΑΦΑΝΕΙΑ 	7/24/16 7:25	20248	5781	7.57175e+17
Η στριμμένη Χίλαρι V.P. Η επιλογή είναι ΠΟΛΥ ασεβής για τον Bernie Sanders και όλους τους υποστηρικτές του. Ακόμα μια άλλη περίπτωση της ΚΑΤΗΣ ΑΠΟΦΑΣΗΣ του H! 	7/24/16 7:16	24336	6844	7.57173e+17
#MakeAmericaGreatAgain  # TrumpPence16pic.twitter.com/gCzHX1nyxD 	7/23/16 20:38	23820	8193	7.57012e+17
"""@NancyNielsenn: @realDonaldTrump Dinesh D'Souza Hillary's America. Δείτε το"" "	7/23/16 18:13	15919	6272	7.56976e+17
"""@OliMauritania: @realDonaldTrump Η Kaine υποστήριξε την πιο ανόητη συμφωνία στην ιστορία των συμφωνιών http://www.breitbart.com/big-government/2016/07/22/tim-kaine-boycotted-netanyahus-iran-deal-speech/ Ã ¥ ÃŠâ € ° Ã ›_ # HillaryKaine2016"" "	7/23/16 18:11	12850	5986	7.56975e+17
Σας ευχαριστώ όλους για τις υπέροχες κριτικές της ομιλίας μου την Πέμπτη το βράδυ. Από την καρδιά! 	7/23/16 18:05	33158	6949	7.56974e+17
Η κυκλοφορία του e-mail Wikileaks σήμερα ήταν τόσο άσχημη για τον Sanders που θα του καθιστούσε αδύνατο να την υποστηρίξει, εκτός κι αν είναι απάτη! 	7/23/16 17:20	37211	15170	7.56962e+17
Μόλις είδα τον Crooked Hillary και τον Tim Kaine μαζί. Το ISIS και οι άλλοι εχθροί μας ξεσκονίζονται. Δεν μου φαίνονται προεδρικοί! 	7/23/16 16:43	32288	9728	7.56953e+17
Θα επαναφέρω τις δουλειές και θα ανεβάσω τους μισθούς. Οι άνθρωποι δεν είχαν πραγματική αύξηση των μισθών σε σχεδόν είκοσι χρόνια. Η Κλίντον σκότωσε δουλειές! 	7/23/16 12:06	34967	10415	7.56883e+17
Ο Tim Kaine επαινεί την εταιρική σχέση Trans Pacific και πιέζει σκληρά για να εγκριθεί. Δολοφόνος εργασίας! 	7/23/16 11:36	22462	8119	7.56876e+17
Είναι αστείο ότι οι Δημοκρατικοί θα είχαν τη σύμβασή τους στην Πενσυλβάνια όπου ο σύζυγός της και αυτή σκότωσαν τόσες πολλές δουλειές. Θα επαναφέρω τις δουλειές! 	7/23/16 11:01	31020	9561	7.56867e+17
Η Χάλαρι Κλίντον έχει καταστρέψει θέσεις εργασίας και κατασκευές στην Πενσυλβάνια. Κατά των χαλυβουργών και των ανθρακωρύχων. Ο σύζυγος υπέγραψε τη NAFTA. 	7/23/16 10:51	26961	9170	7.56864e+17
Διαρροή e-mail του DNC δείχνουν σχέδια να καταστρέψουν τον Bernie Sanders. Χλευάσουμε την κληρονομιά του και πολλά άλλα. Σε απευθείας σύνδεση από το Wikileakes, πραγματικά φαύλο. ΑΝΤΙΓΡΑΦΟΣ 	7/23/16 6:55	53499	24778	7.56805e+17
Ο Ποκαχόντας ήθελε τον V.P. κουλοχέρης τόσο άσχημα, αλλά δεν επιλέχθηκε επειδή δεν έχει κάνει τίποτα στη Γερουσία. Επίσης, η Στριμμένη Χίλαρι τη μισεί! 	7/23/16 6:42	28179	8550	7.56802e+17
Ο Τιμ Κέιν ανήκει και ήταν πάντα στις τράπεζες. Οι υποστηρικτές του Bernie είναι εξοργισμένοι, ήταν η τελευταία τους επιλογή. Ο Μπέρνι αγωνίστηκε για τίποτα! 	7/23/16 6:35	27364	10154	7.568e+17
Οι υποστηρικτές του Bernie Sanders είναι εξοργισμένοι με την επιλογή του Tim Kaine, ο οποίος αντιπροσωπεύει το αντίθετο από αυτό που αντιπροσωπεύει ο Bernie. Philly αγώνα; 	7/23/16 6:31	24408	7610	7.56799e+17
"""@Theresa_Cali: Ο στρατηγός @realDonaldTrump Michael Flynn θα γίνει ένας σπουδαίος υπουργός Άμυνας όταν γίνετε POTUS! #MakeAmericaSafeAgain"" "	7/22/16 23:56	15346	4289	7.567e+17
Συνιστώ ανεπιφύλακτα το βιβλίο που ξεχωρίζει - ΤΟ ΠΕΔΙΟ ΤΗΣ ΚΑΤΑΠΟΛΕΜΗΣΗΣ - του στρατηγού Michael Flynn. Πώς να νικήσετε το ριζοσπαστικό Ισλάμ. 	7/22/16 23:49	20568	6441	7.56698e+17
Είναι η ίδια Kaine που πήρε εκατοντάδες χιλιάδες δολάρια σε δώρα, ενώ ο Κυβερνήτης της Βιρτζίνια και δεν κατηγορήθηκε ενώ ο Bob M έκανε; 	7/22/16 23:23	30961	13020	7.56691e+17
Μια άλλη επίθεση, αυτή τη φορά στη Γερμανία. Πολλοί σκοτώθηκαν. Ο Θεός να ευλογεί τους ανθρώπους του Μονάχου. 	7/22/16 19:03	40170	11381	7.56626e+17
Ένα από τα καλύτερα παραγόμενα, συμπεριλαμβανομένης της απίστευτης σκηνής & σκηνής, στην ιστορία των συμβάσεων. Μεγάλη ενότητα! Μεγάλες βαθμολογίες T.V. @KarlRove 	7/22/16 10:06	25887	5705	7.5649e+17
Ευχαριστώ Κλίβελαντ. Σας αγαπάμε και θα επιστρέψουμε πολλές φορές! 	7/22/16 9:13	28381	6041	7.56477e+17
Τι υπέροχες τέσσερις μέρες στο Κλίβελαντ. Τόσο περήφανος για την εξαιρετική δουλειά που έκανε το RNC και όλοι. Η αστυνομία και η μυστική υπηρεσία ήταν φανταστικά! 	7/22/16 9:07	40629	8639	7.56476e+17
ΕΠΙΣΗΜΗ ΑΠΟΔΟΧΗ ΤΗΣ ΟΝΟΜΑΣΙΑΣ! # TrumpPence16pic.twitter.com / E6ZtVjSQZa 	7/22/16 0:01	51900	15454	7.56338e+17
Μπορείτε να παρακολουθήσετε βίντεο 360 ζωντανά από το βάθρο! https://youtu.be/BXmqiESZYp0Ã¥ÃŠ #RNCinCLE #TrumpIsWithYou #MakeAmericaGreatAgain 	7/21/16 22:02	13067	3783	7.56308e+17
Είναι ΚΙΝΗΣΗ! # RNCinCLEpic.twitter.com / bdox6JcrAp 	7/21/16 15:56	25381	8081	7.56216e+17
Ευχαριστώ @DonaldJTrumpJr. Περήφανος για σένα! #RNCinCLE # TrumpPence2016pic.twitter.com / gobSNWughP 	7/21/16 13:00	22591	6312	7.56172e+17
Υπέροχη δουλειά @ IvankaTrump! #RNCinCLEhttps: //amp.twimg.com/v/7e0ddccc-5312-4efd-a15d-e58e64b16d3dÃ¥ÃŠâ € ^^Ã ›_ 	7/21/16 10:56	23783	6547	7.56141e+17
Εκτός από μια μικρή ομάδα ανθρώπων που έχουν υποστεί τεράστιες και ενοχλητικές απώλειες, το κόμμα είναι ΠΟΛΥ ενωμένο. Μεγάλη αγάπη στην αρένα! 	7/21/16 10:49	38576	9598	7.56139e+17
Ο Τεντ Κρουζ μιλά για το Σύνταγμα, αλλά δεν λέει ότι εάν οι Ντέμς κερδίσουν την Προεδρία, οι νέες ΔΙΚΑΙΟΣΥΝΕΣ που διορίζονται θα μας καταστρέψουν όλους! 	7/21/16 10:12	32833	10817	7.5613e+17
Είμαι πολύ υπερήφανος για τα παιδιά μου, Don, Eric και Tiffany - οι ομιλίες τους, υπό τεράστια πίεση, ήταν απίστευτες. Η Ιβάνκα με εισάγει απόψε! 	7/21/16 8:37	43945	8236	7.56106e+17
